address,balance_raw
0:04d4247ce85b280eb57c581e9b8537ce14f7eca7cac7f2d095890cce6e2d4f9f,1500000000000
0:854647c93903fc6e1d313cf23103fc4f968a57af1d74381ebaaf8b094d20056a,1500000000000
0:8fa428af74e9fd6301d6c430297aa6581e02b0c8ae8d3eeac90963c5721f8ab6,1500000000000
0:7f25afa5290241b112a2ea437aacd029c8c35663674337ab88923c66181ea6f0,1500000000000
0:b2eafb71a909b0a43813e5a295e8d2fcda9e8d5955614998b410daef9784e5b8,1500000000000
0:831f6411f877995d90f5d5d482481bebfb8153b82aedf590d3f0b1b4a26bcf6b,1500000000000
0:f47ebf5e817469d865eea21271e5ec041617fa3a6673854e2a4c53c6ea137c5b,1500000000000
0:e8f8973cb9422ef2c4ca8dcd78b41ab55f76678f9538767917ad56a0eda50d97,1500000000000
0:bf4497aa4e93065b59831dc7f650a534dc09d05695912641bb5bcd57fd18cc7a,1500000000000
0:d560dd8c38867ee9c3526895b9088d65c1fa8816cf218adf296ae97ffb0fc4ea,1500000000000
0:e0cf565397df2916cbce3ba9345b6e490c26e6587aeaa489d214674aaed271a9,1500000000000
0:e0ace707fefad5afcccaf59d54d32370519c8b754b0604a95a3604ca24a15c71,1500000000000
0:c254ff92f5742e57c5e3d3f722ba68bfd14e81c3540b1b4b2c20397e26220db0,1500000000000
0:327f7df9b1daecb79aced1ce9adb37a8f763d4589a7b216e4df6431e9f479916,1500000000000
0:dc2f6033435bcd88a735d632a726a5582c72c718848851844f898f45a31ef1f7,1500000000000
0:27a942ee60434b2789ca36bba92ab07e4a789cd2b04ffefa3e7dbb444fe7e76a,1500000000000
0:759e00f5fbca35174827eab3fbac25d561606ef9d3ad59be43f813fe1388d0c3,1500000000000
0:db48d7b0227edff0e99e7036b1db8d1908bcbee5efba0c0d5ef611d9df518506,1300000000000
0:7996a5184afc6a50504545898496ce77a3982e8c41ecdf5388fd012e470817e8,1300000000000
0:5b2523ee5850918b42c907f09cc59f218dd25701d37daf30158df29ad06929bd,1300000000000
0:76026e2bf3fab8321abb69af897ae8baf08cc209678c3a0a87d4e70d31333165,1300000000000
0:16645d35795de253787c3ce2e3aef33668abc57fe357dec00db750494968825f,1300000000000
0:ed0bb560b20f6cf440b3ec340734f228be8a680bb2b4115d8662076e5bf30cfc,1300000000000
0:3b511f6a302c0b0eeef9ef69a03a3667d0c9c77a02b1dc88a3cbe93d65e92fac,1300000000000
0:027f40fdfaff1da64362a628a2d8179bda01710fc4ce39067a7fae9a859e8c4e,1300000000000
0:6bcf58e9bca862a1a49dbe83bec6c5354fa7bf973cfa60053a3e484271e21d38,1300000000000
0:7e6f09bde79be4a5af737bc20281da3ee3284c5b9266cba51f470f9495dea389,1300000000000
0:5a38ed501e73176e338fd0d867209fcb26e1bfb5f618a0f12bff4748a486946d,1300000000000
0:a0ec3261b821f0257220fe67fefd4166bc6c7bfbf229af6660428fba2678332f,1300000000000
0:b412524917f8a9462b5fb5f775ae4f88ecde94d8791dd93c8cfbbef144043f83,1300000000000
0:5482062756899f578c304b41809e80d8f087598ad0629cf13ddc341d034de320,1300000000000
0:b2c9fd0e2d683408f082fa5f0c9abc33b9c7fcecdbfad7927c9b82a2075ac1e3,1300000000000
0:84270ab33256e14e0d69cec56140899d4c055ae8293f8f1fccb3f71e32ae5cb3,1300000000000
0:84943e107c215fd77ab6a72c0970a1e412b016247634635a90e323d72b94e643,1000000000000
0:70ac575bd2205158969bfe8ba0bdd580559b40d0e4fe61e6e7e12e2ca443718f,996604155620
0:3d6e2315101b1e8232c6406113b129bc320a620d07c09e53c3db2995f22b805c,500000000000
0:2e447ec21c4a9247de5bbce7c8540eb3c41036ca1fb4831ebf8fc9a387928b6d,500000000000
0:78368ec852c9f409f3ee9e407ad4f9d1a8994af92229b19f5c58efcdef2f1b17,500000000000
0:7a70c7e7131e6ffc6fb375eeed11f4af699432cc38838ce12883e4ce0e135bfc,500000000000
0:f50ad24c3d67daba34455296b68e8f3bb37103c72a75cdcf2edad20e8d80a735,500000000000
0:fcbbdf0d533102e2c47158390a594b8e57fee71dd411a60ec536a38e2808cca6,500000000000
0:9a26d78f9759e68471a084399ba60eb36f15c639b0e89b643edcb0d8ae6f8cc4,300000000000
0:0bb548c3ff2397040c7593ad99c1e6743ecef4700df8b7f4a666a42ac5122b5d,250000000000
0:d4fb94b34cfaed2cda8ae7b5609d412d122bf6aa3c6f7201b5a753c98f92adbb,250000000000
0:a5f18790527a2048492deb0dbb7aa47e6b07180688b6a62868eaabb7e8c32a92,250000000000
0:35f266424de20ef72844413c57f09e365df0e9136b49d5e69424c7b559acd69d,250000000000
0:ccbceeaa104e599e6b2ebcc6c88a92dfa34938dfa816c1621cda10efb9a61f8d,250000000000
0:dba0f379bbc3f1b6218478001b38734ed40cb52919e508cd2fdf9e9307e8d897,250000000000
0:e5c7ffb2b3ed2291a47c051dda4c9d675f0115de32621dae3c4bfcb360ec3702,250000000000
0:79e806fcbf7e1e24e8e2c5a6696062f0c8beef62146ce0c6d28a1bb8b15d4536,200000000000
0:eedb0d08b289f65ed5531f83e4d73e731c0e4a73842a5b266284c111dc7001cf,150000000000
0:3cce24f1570ea3b17a40ff069f45160f1fb38690ef2d9ce030be54f3900ae6c4,150000000000
0:2e2ffc8a5246d17e87e2dd1dc7c7f82da59d963c79475df80c9334a62ac034b1,150000000000
0:460815408a0d654bdbfb97e9f3034173de9cfb0ddc3291a57909678d68b5a56d,150000000000
0:24e22149f2b94675e7c419fb376bdb1ebf7725eeebb0147f9b0e33f251866f75,150000000000
0:9e49687b2239dbf67c8167391b7fec3decc50d66417fc01d16875958e73233e0,150000000000
0:ab25209f9441f14c49d488c606ea5a31c724304f7e80fa45901e116c5b8e8089,150000000000
0:74566a600226604adb5031c89a56c3c0f9b7d603ef76151276e722358e98d74e,130000000000
0:9eb73cb31e9cff81dc1692a596391c4170d291f216f621b6b1a76767ea004337,130000000000
0:6bc5040bbb94cfa46d5fd5f728394d3dd91b36743498f49be3ee9790db44a057,130000000000
0:4c589057078f6467cbaca9a8cbe9de41eac408f798d491e0461925e2f2eeeb00,130000000000
0:a3f867ec28ea29b8980b89d319079c04be69d8d8fcd9497b420e4fa6f195e0ed,100000000000
